student_id,name,dob,gender,age,program,Parent Email
ST1419,Student_419,2005-06-07,1,20,BSc,parent420@example.com
ST1420,Student_420,2005-01-21,0,26,BSc,parent421@example.com
ST1421,Student_421,2003-12-19,0,20,BTech,parent422@example.com
ST1422,Student_422,2005-05-27,1,24,Diploma,parent423@example.com
ST1423,Student_423,2013-03-03,0,17,Diploma,parent424@example.com
ST1424,Student_424,2008-02-21,1,17,MSc,parent425@example.com
ST1425,Student_425,2009-04-09,1,22,BTech,parent426@example.com
ST1426,Student_426,2006-12-16,0,19,BTech,parent427@example.com
ST1427,Student_427,2009-04-11,0,27,MSc,parent428@example.com
ST1428,Student_428,2005-08-29,0,26,BTech,parent429@example.com
ST1429,Student_429,2011-08-03,1,26,MSc,parent430@example.com
ST1430,Student_430,2010-10-13,0,25,MSc,parent431@example.com
ST1431,Student_431,2005-07-15,1,20,Diploma,parent432@example.com
ST1432,Student_432,2010-05-26,1,21,BSc,parent433@example.com
ST1433,Student_433,2009-06-12,1,17,MSc,parent434@example.com
ST1434,Student_434,2011-03-10,0,20,BSc,parent435@example.com
ST1435,Student_435,2010-03-03,0,22,BSc,parent436@example.com
ST1436,Student_436,2006-04-30,0,25,BSc,parent437@example.com
ST1437,Student_437,2003-07-27,0,17,Diploma,parent438@example.com
ST1438,Student_438,2010-05-28,0,21,BSc,parent439@example.com
ST1439,Student_439,2011-09-01,1,24,MSc,parent440@example.com
ST1440,Student_440,2009-06-26,0,22,MSc,parent441@example.com
ST1441,Student_441,2007-10-21,1,22,BTech,parent442@example.com
ST1442,Student_442,2004-07-13,1,24,Diploma,parent443@example.com
ST1443,Student_443,2005-03-10,0,27,Diploma,parent444@example.com
ST1444,Student_444,2008-07-30,0,18,BSc,parent445@example.com
ST1445,Student_445,2011-06-23,1,17,MSc,parent446@example.com
ST1446,Student_446,2003-05-16,1,20,Diploma,parent447@example.com
ST1447,Student_447,2009-04-21,0,17,Diploma,parent448@example.com
ST1448,Student_448,2005-12-10,0,27,BSc,parent449@example.com
ST1449,Student_449,2011-08-07,1,27,BTech,parent450@example.com
ST1450,Student_450,2006-08-15,1,27,BTech,parent451@example.com
ST1451,Student_451,2004-11-24,1,24,BSc,parent452@example.com
ST1452,Student_452,2004-01-04,0,24,BSc,parent453@example.com
ST1453,Student_453,2008-08-04,0,18,BSc,parent454@example.com
ST1454,Student_454,2004-10-17,0,23,MSc,parent455@example.com
ST1455,Student_455,2011-05-20,0,23,BTech,parent456@example.com
ST1456,Student_456,2010-07-08,0,23,MSc,parent457@example.com
ST1457,Student_457,2009-05-28,0,24,MSc,parent458@example.com
ST1458,Student_458,2011-10-14,1,23,MSc,parent459@example.com
ST1459,Student_459,2011-11-13,0,17,BTech,parent460@example.com
ST1460,Student_460,2008-11-01,0,19,BTech,parent461@example.com
ST1461,Student_461,2013-09-04,1,20,BSc,parent462@example.com
ST1462,Student_462,2013-08-13,1,27,Diploma,parent463@example.com
ST1463,Student_463,2003-01-29,1,22,BTech,parent464@example.com
ST1464,Student_464,2012-08-22,0,19,Diploma,parent465@example.com
ST1465,Student_465,2005-01-13,1,23,MSc,parent466@example.com
ST1466,Student_466,2013-02-15,1,19,BTech,parent467@example.com
ST1467,Student_467,2010-10-30,0,26,BTech,parent468@example.com
ST1468,Student_468,2003-11-03,1,17,BSc,parent469@example.com
ST1469,Student_469,2010-05-16,0,21,BSc,parent470@example.com
ST1470,Student_470,2012-11-06,1,25,MSc,parent471@example.com
ST1471,Student_471,2006-04-16,1,17,BSc,parent472@example.com
ST1472,Student_472,2007-10-12,1,27,BSc,parent473@example.com
ST1473,Student_473,2008-12-29,1,19,BTech,parent474@example.com
ST1474,Student_474,2008-08-19,0,17,BTech,parent475@example.com
ST1475,Student_475,2008-08-11,0,18,BTech,parent476@example.com
ST1476,Student_476,2004-03-04,0,23,MSc,parent477@example.com
ST1477,Student_477,2010-10-05,0,27,MSc,parent478@example.com
ST1478,Student_478,2005-04-18,0,27,MSc,parent479@example.com
ST1479,Student_479,2005-02-16,1,26,BTech,parent480@example.com
ST1480,Student_480,2011-12-08,0,25,Diploma,parent481@example.com
ST1481,Student_481,2012-04-17,0,17,BTech,parent482@example.com
ST1482,Student_482,2009-11-24,1,19,BSc,parent483@example.com
ST1483,Student_483,2007-04-29,0,20,MSc,parent484@example.com
ST1484,Student_484,2012-12-10,1,23,Diploma,parent485@example.com
ST1485,Student_485,2004-10-20,0,20,MSc,parent486@example.com
ST1486,Student_486,2007-03-26,1,23,BTech,parent487@example.com
ST1487,Student_487,2012-08-13,1,21,BSc,parent488@example.com
ST1488,Student_488,2005-05-05,0,24,MSc,parent489@example.com
ST1489,Student_489,2010-02-05,0,20,MSc,parent490@example.com
ST1490,Student_490,2004-11-10,1,27,MSc,parent491@example.com
ST1491,Student_491,2008-04-26,1,24,BSc,parent492@example.com
ST1492,Student_492,2003-11-20,0,23,BSc,parent493@example.com
ST1493,Student_493,2006-03-21,1,17,BTech,parent494@example.com
ST1494,Student_494,2004-08-12,0,23,Diploma,parent495@example.com
ST1495,Student_495,2012-10-19,1,25,Diploma,parent496@example.com
ST1496,Student_496,2003-03-28,0,18,BSc,parent497@example.com
ST1497,Student_497,2013-07-30,1,25,MSc,parent498@example.com
ST1498,Student_498,2005-09-18,1,27,BSc,parent499@example.com
ST1499,Student_499,2006-06-13,1,17,BSc,parent500@example.com
